action,reward,state,donegenetic,5.619135392935979e-18,[7 4],False
genetic,2.45936215835721e-18,[7 4],False
genetic,3.4381680821004962e-18,[7 4],True
genetic,2.300932590545019e-18,[7 4],False
scheduler-round-robin,2.1631141590191558e-18,[7 4],False
scheduler-round-robin,2.4610222259813446e-18,[7 4],True
scheduler-round-robin,2.1440245558639495e-18,[14  4],False
genetic,6.688935217025647e-18,[14  4],False
genetic,3.430240938710825e-18,[14  4],True
genetic,2.305361666205537e-18,[11  4],False
scheduler-round-robin,1.9611444999351864e-18,[11  4],False
scheduler-round-robin,1.687473105860854e-18,[11  4],False
scheduler-round-robin,1.3260344375691447e-18,[11  4],True
genetic,5.8458458268434505e-18,[11  4],False
genetic,1.4114608361307908e-18,[11  4],False
genetic,2.755111425453088e-18,[11  4],False
genetic,1.9976869610228125e-18,[11  4],True
genetic,3.0828248368762062e-18,[7 4],False
scheduler-round-robin,4.426722681555746e-18,[7 4],False
genetic,2.0275275643578517e-18,[7 4],True
genetic,1.4006136181866384e-18,[11  4],False
scheduler-round-robin,3.0299655507963487e-18,[11  4],False
genetic,3.59257777415887e-18,[11  4],True
scheduler-round-robin,2.6430127500591604e-18,[9 4],False
genetic,6.1829408358207936e-18,[9 4],False
genetic,3.3087807702041316e-18,[9 4],True
genetic,3.907785523118721e-18,[13  4],False
scheduler-round-robin,1.0305682548288528e-18,[13  4],False
genetic,1.6037495228184951e-18,[13  4],True
genetic,1.7096054907819656e-18,[9 4],False
genetic,2.266203436378477e-18,[9 4],False
genetic,1.7937305830127117e-18,[9 4],True
scheduler-round-robin,2.7299610099437114e-18,[8 4],False
genetic,2.7327243110754927e-18,[8 4],False
scheduler-round-robin,2.4423964516966347e-18,[8 4],False
scheduler-round-robin,3.452160591758104e-18,[8 4],True
genetic,3.745340658315805e-18,[11  4],False
scheduler-round-robin,2.810057910984504e-18,[11  4],False
genetic,6.192812291610985e-18,[11  4],False
scheduler-round-robin,2.3681425345129063e-18,[11  4],False
genetic,1.9535655968447775e-18,[11  4],True
genetic,4.4239536863297255e-18,[6 4],False
genetic,4.542033220424128e-18,[6 4],False
genetic,3.3915023312413993e-18,[6 4],True
genetic,2.6151488055360548e-18,[9 4],False
genetic,1.7731706848198176e-18,[9 4],False
genetic,2.496017725599556e-18,[9 4],True
genetic,1.9054140174928504e-18,[11  4],False
genetic,5.977230256470468e-18,[11  4],False
genetic,2.8894906567176646e-18,[11  4],True
genetic,3.918039335076424e-18,[11  4],False
scheduler-round-robin,1.8274828364648564e-18,[11  4],False
genetic,1.5356381871280339e-18,[11  4],False
genetic,3.945809595322295e-18,[11  4],True
genetic,1.4897558217132813e-18,[9 4],False
scheduler-round-robin,2.2406244658907798e-18,[9 4],False
genetic,2.2170954554519857e-18,[9 4],True
genetic,3.4192720646776897e-18,[6 4],False
scheduler-round-robin,6.0503854869872155e-18,[6 4],False
genetic,2.9475342043028575e-18,[6 4],True
scheduler-round-robin,1.772037408894784e-18,[10  4],False
genetic,1.1814684796963583e-18,[10  4],False
scheduler-round-robin,1.808636764193994e-18,[10  4],True
scheduler-round-robin,2.1696447605093025e-18,[14  4],False
scheduler-round-robin,1.6296028961251784e-18,[14  4],False
genetic,5.030345245821798e-18,[14  4],True
genetic,2.780927844096705e-18,[7 4],False
genetic,2.4627348484328046e-18,[7 4],False
genetic,3.726252395299769e-18,[7 4],True
genetic,2.4456526394373442e-18,[10  4],False
genetic,1.8104977416843457e-18,[10  4],False
genetic,1.5188331253060092e-18,[10  4],False
genetic,3.3035916046158723e-18,[10  4],True
genetic,1.3743098503721593e-18,[13  4],False
scheduler-round-robin,1.6999633078687287e-18,[13  4],False
genetic,1.7141322385739981e-18,[13  4],True
genetic,3.059189571657547e-18,[6 4],False
scheduler-round-robin,2.9250278462712404e-18,[6 4],False
genetic,4.5468000934517e-18,[6 4],False
scheduler-round-robin,2.3163613788806202e-18,[6 4],False
genetic,4.722495915056536e-18,[6 4],True
scheduler-round-robin,5.0563907821833785e-18,[5 4],False
scheduler-round-robin,5.212319820641635e-18,[5 4],False
genetic,4.392491066268934e-18,[5 4],True
genetic,2.593815813931715e-18,[7 4],False
genetic,3.6288194897034354e-18,[7 4],False
genetic,2.2246405124219673e-18,[7 4],True
scheduler-round-robin,1.3288328024647691e-18,[10  4],False
scheduler-round-robin,2.4830290921487323e-18,[10  4],False
scheduler-round-robin,1.7762158432116515e-18,[10  4],True
scheduler-round-robin,3.373714119727052e-18,[9 4],False
scheduler-round-robin,2.5938863491090274e-18,[9 4],False
genetic,6.512792475186389e-18,[9 4],True
genetic,1.6123843516352054e-18,[13  4],False
